QueryName,ResponseName,ReleaseDate,RequiredAge,DemoCount,DeveloperCount,DLCCount,Metacritic,MovieCount,PackageCount,RecommendationCount,PublisherCount,ScreenshotCount,SteamSpyOwners,SteamSpyOwnersVariance,SteamSpyPlayersEstimate,SteamSpyPlayersVariance,AchievementCount,AchievementHighlightedCount,ControllerSupport,IsFree,FreeVerAvail,PurchaseAvail,SubscriptionAvail,PlatformWindows,PlatformLinux,PlatformMac,CategorySinglePlayer,CategoryMultiplayer,CategoryCoop,CategoryMMO,CategoryInAppPurchase,CategoryIncludeSrcSDK,CategoryIncludeLevelEditor,CategoryVRSupport,GenreIsNonGame,GenreIsIndie,GenreIsAction,GenreIsAdventure,GenreIsCasual,GenreIsStrategy,GenreIsRPG,GenreIsSimulation,GenreIsEarlyAccess,GenreIsFreeToPlay,GenreIsSports,GenreIsRacing,GenreIsMassivelyMultiplayer,PriceCurrency,PriceInitial,PriceFinal
Ghost Cleaner,Ghost Cleaner,Nov 5 2015,0,0,1,0,0,1,1,0,2,5,0,0,0,0,11,10,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,USD,5.99,5.99
Living Legends: The Frozen Fear Collection,Living Legends: The Frozen Fear Collection,Oct 13 2015,0,0,1,0,0,1,1,0,1,11,8250,2377,897,783,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,USD,19.99,19.99
Twisted Lands Trilogy Collector's Edition,Twisted Lands Trilogy: Collectors Edition,Oct 28 2015,0,0,1,0,0,1,1,0,1,12,8250,2377,897,783,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,USD,19.99,19.99
Bowl Bound College Football,Bowl Bound College Football,Sep 3 2015,0,0,1,0,80,1,2,0,1,10,6815,2160,4842,1821,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,USD,19.99,19.99
Shadow Heroes: Vengeance In Flames,Shadow Heroes: Vengeance In Flames,May 20 2016,0,0,1,0,0,3,1,0,1,8,1076,858,1077,1053,0,0,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,USD,9.99,9.99
Ace of Words,Ace Of Words,May 13 2016,0,0,1,0,0,1,1,455,1,7,126262,9299,94159,8030,18,10,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,USD,4.99,4.99
Timberman,Timberman,Sep 18 2015,0,0,1,0,0,1,1,3763,1,15,278889,13817,220600,12290,20,10,True,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,USD,0.99,0.99
Goggles - World of Vaporia,Goggles - World of Vaporia,Oct 9 2015,0,0,1,1,0,2,1,0,1,18,0,0,0,0,40,10,True,False,False,True,False,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,True,False,USD,7.99,7.99
War of Beach,War of Beach,Oct 15 2015,0,0,1,0,0,1,0,432,1,5,126621,9312,59723,6396,0,0,False,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False, ,0.0,0.0
Epistory - Typing Chronicles,Epistory - Typing Chronicles,Mar 30 2016,0,1,1,1,75,2,2,496,2,33,91289,7907,35153,4907,55,10,False,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,USD,14.99,14.99
Zombie Gotchi,Zombie Gotchi,Mar 23 2016,0,0,1,0,0,1,1,0,1,16,1605,1281,1605,1281,21,10,False,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,USD,9.99,9.99
Fjall,Fjall,Sep 7 2015,0,0,2,0,0,1,1,0,1,34,533,1044,533,1044,0,0,True,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,USD,2.99,2.99
Tisnart Tiles,Tisnart Tiles,Aug 31 2015,0,0,1,0,0,1,1,0,1,9,5919,2013,3228,1487,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,USD,5.99,5.99
MacGuffin,MacGuffin,Feb 18 2016,0,0,1,0,0,1,1,0,1,10,7174,2217,1610,1820,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,USD,2.99,2.99
Respawn Man,Respawn Man,Dec 21 2015,0,0,1,0,0,1,1,0,1,8,4663,1787,2690,1357,13,10,True,False,False,True,False,True,False,True,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,USD,4.99,4.99
The End of an Age: Fading Remnants,The End of an Age: Fading Remnants,Mar 2017,0,0,1,0,0,2,0,0,1,6,0,0,0,0,0,0,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False, ,0.0,0.0
Hoven the Sages Spinel,Hoven the Sages Spinel,Aug 31 2015,0,0,2,0,0,1,1,0,1,7,14707,3174,808,912,0,0,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,USD,2.99,2.99
Fasaria World Online,Fasaria World Online,Feb 22 2015,0,1,0,2,0,2,1,0,1,9,11299,2782,5919,2013,35,10,False,False,False,True,False,True,True,True,True,True,False,True,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,True,USD,9.99,9.99
Without Within 2,Without Within 2,Nov 9 2015,0,0,1,2,0,1,1,114,1,8,2152,1214,1077,1053,6,6,False,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,USD,4.99,4.99
Porradaria Upgrade,Porradaria Upgrade,Sep 30 2015,0,0,1,0,0,1,1,0,1,6,18473,3557,8967,2478,12,10,True,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,USD,4.99,4.99
Legends of Solitaire: Curse of the Dragons,Legends of Solitaire: Curse of the Dragons,Sep 28 2015,0,0,1,0,0,1,1,0,1,6,12016,2869,5022,1854,20,10,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,USD,8.99,8.99
Dragon's Wake,Dragons Wake,Dec 10 2015,0,0,1,1,0,1,1,229,1,10,14527,3154,10761,2715,24,10,False,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,USD,3.99,3.99
It's time to get out from the solar system,Its time to get out from the solar system,Sep 1 2015,0,0,1,0,0,1,1,0,1,10,6277,2073,1600,1809,0,0,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,USD,3.99,3.99
Spheroid,Spheroid,Aug 31 2015,0,0,1,0,0,1,1,0,1,8,92006,7938,3228,1487,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,USD,1.99,1.99
Prospekt,Prospekt,Feb 18 2016,0,0,1,0,43,1,1,706,1,46,17576,3470,12196,2890,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,9.99,9.99
Massive Cleavage vs Zombies: Awesome Edition,Massive Cleavage vs Zombies: Awesome Edition,Jul 8 2016,0,0,1,0,0,4,1,0,1,10,3587,1567,1973,1162,10,10,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,USD,4.99,2.99
Straima,Straima,Sep 25 2015,0,0,1,0,0,1,1,0,1,14,5919,2013,2152,1214,19,10,True,False,False,True,False,True,False,False,True,True,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,USD,6.99,6.99
Actua Golf 3,Actua Golf 3,Aug 31 2015,0,0,1,0,0,1,1,0,1,5,1886,1394,1077,1053,0,0,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,USD,4.99,4.99
Kitchen Simulator 2015,Kitchen Simulator 2015,Sep 2 2015,0,0,1,0,0,2,1,0,1,15,6098,2043,4304,1717,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,False,False,False,False,False,USD,0.99,0.99
XNemesis SandBox,XNemesis,Jun 7 2016,0,0,1,0,0,3,1,0,1,43,3766,1606,2140,1480,19,10,False,False,False,True,False,True,False,False,True,True,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,USD,4.99,4.99
Alice's Mom's Rescue,Alices Moms Rescue,Sep 3 2015,0,0,1,0,0,1,1,0,1,7,8788,2453,1435,991,0,0,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,USD,1.99,1.99
Quick Slick Deadly,Quick Slick Deadly,Sep 21 2015,0,0,1,0,0,3,1,0,0,13,31027,4610,18114,3522,120,10,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,USD,1.99,1.99
The Prism,The Prism,Sep 3 2015,0,0,2,0,0,2,1,0,1,7,10223,2646,897,783,0,0,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,USD,5.99,4.49
Tinboy,Tinboy,Aug 31 2015,0,0,1,0,0,1,1,277,1,6,165181,10635,75506,7191,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,USD,0.99,0.99
Comedy Quest,Comedy Quest,Sep 2 2015,0,0,1,0,0,1,0,192,1,5,89675,7837,27082,4307,0,0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False, ,0.0,0.0
Hyspherical 2,Hyspherical 2,Feb 16 2016,0,0,1,0,0,1,1,0,1,5,6636,2132,4304,1717,161,10,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,USD,3.99,3.99
Nuclear Shot,Nuclear Shot,Sep 7 2015,0,0,1,0,0,2,1,331,1,18,78017,7310,11299,2782,0,0,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,USD,0.99,0.99
I and Me,I and Me,May 4 2016,0,0,1,1,0,2,1,200,1,13,4484,1752,3049,1445,13,10,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,USD,9.99,9.99
Flamebreak,Flamebreak,Oct 16 2015,0,0,1,0,0,2,1,288,1,5,18114,3522,15245,3231,24,10,True,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,USD,9.99,9.99
Battle Battalions,Battle Battalions,Nov 3 2015,0,0,1,3,0,1,0,267,1,13,173252,10892,84115,7590,15,10,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True, ,0.0,0.0
Game Corp DX,Game Corp DX,Oct 2 2015,0,0,1,0,0,1,1,1625,1,8,58289,6319,50935,5907,36,10,False,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,USD,2.99,2.99
Désiré,Desire,May 10 2016,0,0,1,0,0,1,1,0,1,5,9685,2575,1973,1162,0,0,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,USD,8.99,4.49
Expand,Expand,Sep 30 2015,0,0,2,1,0,1,2,180,2,8,56316,6211,12913,2974,0,0,True,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,USD,5.99,5.99
Destiny Warriors,Destiny Warriors RPG,Sep 11 2015,0,0,1,0,0,1,2,474,1,7,204279,11827,128235,9371,6,6,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,USD,2.99,0.5
Kopanito All-Stars Soccer,Kopanito All-Stars Soccer,Sep 17 2015,0,0,1,0,0,2,1,516,1,20,33000,4754,31027,4610,224,10,True,False,False,True,False,True,True,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,USD,11.99,11.99
Amos From Outer Space,Amos From Outer Space,Oct 6 2015,0,0,1,0,0,2,1,0,1,10,533,1044,533,1044,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,USD,6.99,6.99
The Secret Order 2: Masked Intent,The Secret Order 2: Masked Intent,Nov 5 2015,0,0,1,0,0,1,1,0,1,8,31386,4637,12913,2974,24,10,False,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,USD,9.99,9.99
Mad Snowboarding,Mad Snowboarding,Sep 8 2015,0,0,1,0,0,1,1,0,1,10,5380,1919,1255,927,0,0,False,False,False,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,USD,8.99,8.99
Ookibloks,Ookibloks,Oct 8 2015,0,0,3,0,0,1,1,0,1,13,9685,2575,1076,858,22,10,True,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,USD,4.99,4.99
Blowy Fish,Blowy Fish,Sep 25 2015,0,0,1,0,0,1,1,0,1,8,12554,2932,6457,2103,24,10,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,USD,1.99,1.99
Atari Vault,Atari Vault,Mar 24 2016,0,0,1,0,0,2,1,175,1,5,16859,3398,13272,3015,12,10,True,False,False,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,True,True,False,USD,19.99,19.99
Cloney,Cloney,Jan 19 2016,0,0,1,0,0,2,0,175,1,6,100077,8279,47707,5716,7,7,True,True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False, ,0.0,0.0
ShareX,ShareX,Oct 2 2015,0,0,1,3,0,1,0,256,1,5,180784,11126,97746,8182,0,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False, ,0.0,0.0
Else Heart.Break(),Else Heart.Break(),Sep 24 2015,0,0,5,0,79,2,1,185,1,12,110300,8691,26902,4293,0,0,False,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,USD,24.99,24.99
Freedom Poopie,Freedom Poopie,Oct 16 2015,0,0,1,1,0,1,0,0,1,5,1600,1809,1067,1477,32,10,True,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False, ,0.0,0.0
Concrete Jungle,Concrete Jungle,Sep 23 2015,0,0,1,0,76,2,1,213,1,16,28517,4420,13451,3035,13,10,True,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,USD,12.99,12.99
The Incredible Adventures of Van Helsing: Final Cut,The Incredible Adventures of Van Helsing: Final Cut,Nov 6 2015,0,0,1,1,79,2,1,604,1,6,148143,10072,74968,7166,50,10,True,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,USD,44.99,44.99
Okhlos,Okhlos,Aug 18 2016,0,0,1,3,72,2,1,134,1,28,13272,3015,10582,2692,38,10,True,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,USD,12.99,12.99
The Mystery of a Lost Planet,The Mystery of a Lost Planet,Dec 17 2015,0,0,1,0,0,2,1,0,1,14,3946,1644,3228,1487,14,10,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,USD,4.99,4.99
Bass Blocks,Bass Blocks,Sep 15 2015,0,0,1,0,0,1,1,0,1,8,538,607,537,1050,0,0,True,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,USD,4.99,4.99
StarForce: 2193,StarForce 2193: The Hotep(tm) Controversy,Aug 16 2016,0,0,1,0,0,2,1,0,1,5,533,1044,0,0,0,0,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,USD,0.99,0.99
The Deer,The Deer,Mar 28 2016,0,0,2,0,0,1,1,1286,1,8,319960,14799,192442,11479,0,0,True,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,USD,0.99,0.99
